id,id_deo,pogon_kod,sifra_merenja,radni_nalog,faza_naziv,linija_faza,linija_id,masina_id,naziv_dela,slika,ukupno_kom,kom_za_kontrolu_n,nivo_kontrole,fai_broj_merenja,broj_merenja,pozicija,klasa,naziv_mere,nominala,usl,lsl,merni_instrument,jedinica,napomena
135,NT-001,B,1,RN-2026-NT001-B,Laser sečenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Ukupna visina,,,155,155.2,154.8,Pomično merilo,mm,§2 Laser sečenje
136,NT-001,B,1,RN-2026-NT001-B,Laser sečenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Unutrašnji otvor,,,240,240.1,239.9,Pomično merilo,mm,§2 Laser sečenje
137,NT-001,B,1,RN-2026-NT001-B,Laser sečenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Donji otvor,,,160,160.1,159.9,Pomično merilo,mm,§2 Laser sečenje
138,NT-001,B,1,RN-2026-NT001-B,Laser sečenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Radijus R8,,,8,8.2,7.8,Šablon,mm,§2 Laser sečenje
139,NT-001,B,2,RN-2026-NT001-B,Bušenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Ø18 rupe (2 kom),,,18,18.2,17.8,Mikrometar,mm,§3 Bušenje — SPC X̄-R
140,NT-001,B,2,RN-2026-NT001-B,Bušenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Ø17 rupe (2 kom),,,17,17.2,16.8,Mikrometar,mm,§3 Bušenje — SPC X̄-R
141,NT-001,B,2,RN-2026-NT001-B,Bušenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Ø14 rupe (4 kom),,,14,14.2,13.8,Mikrometar,mm,§3 Bušenje — SPC I-MR
142,NT-001,B,2,RN-2026-NT001-B,Bušenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Pozicija Ø18 rupa X,,teorijska,,0.2,-0.2,Pomično merilo,mm,§3 Bušenje — SPC I-MR
143,NT-001,B,2,RN-2026-NT001-B,Bušenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Pozicija Ø18 rupa Y,,teorijska,,0.2,-0.2,Komparator,mm,§3 Bušenje — SPC I-MR
144,NT-001,B,2,RN-2026-NT001-B,Bušenje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Pozicija Ø14 rupa,,teorijska,,0.3,-0.3,Mikrometar,mm,§3 Bušenje — SPC I-MR
145,NT-001,B,3,RN-2026-NT001-B,Savijanje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Unutrasnja sirina,,,80,80.1,79.9,Pomično merilo,mm,§4 Savijanje
146,NT-001,B,3,RN-2026-NT001-B,Savijanje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Širina preseka,,,110,110.1,109.9,Pomično merilo,mm,§4 Savijanje
147,NT-001,B,3,RN-2026-NT001-B,Savijanje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Visina nosaca,,,155,155.2,154.8,Pomično merilo,mm,§4 Savijanje
148,NT-001,B,3,RN-2026-NT001-B,Savijanje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Ugao savijanja,,90°,90,90.5,89.5,Uglomer,stepen,§4 Savijanje
149,NT-001,B,3,RN-2026-NT001-B,Savijanje,Preseraj,,,Nosač motora,nosac motora NTV.png,50,3,,,5,Simetricnost,,,0,0.2,-0.2,Komparator,mm,§4 Savijanje
150,NT-001,C,1,RN-2026-NT001-C,Vizuelna kontrola zavarivanje,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,,Visina vara,,6mm,6,7,5,Vizuelna + šablonska skala,mm,§5 Zavarivanje VT ISO 17637
151,NT-001,C,2,RN-2026-NT001-C,Zavarivanje,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,,Duzina vara,,Crtez,,,,Vizuelna VT,mm,§5 Zavarivanje — OK/NOK
152,NT-001,C,2,RN-2026-NT001-C,Zavarivanje,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,,Poroznost,,,0,0,0,Vizuelna VT,mm,§5 Zavarivanje
153,NT-001,C,2,RN-2026-NT001-C,Zavarivanje,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,,Prskanje,,,0,0,0,Vizuelna VT,mm,§5 Zavarivanje
154,NT-001,C,2,RN-2026-NT001-C,Zavarivanje,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,,Pukotine,,,0,0,0,Vizuelna VT,mm,§5 Zavarivanje
155,NT-001,C,3,RN-2026-NT001-C,Geometrijska kontrola,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Ravnost baze,,,0,0.2,0,Komparator,mm,§6 Geometrijska
156,NT-001,C,3,RN-2026-NT001-C,Geometrijska kontrola,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Paralelnost bocnih nosaca,,,0,0.2,0,Komparator,mm,§6 Geometrijska
157,NT-001,C,3,RN-2026-NT001-C,Geometrijska kontrola,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Pravougaonost,,90°,90,90.2,89.8,Uglomer,stepen,§6 Geometrijska
158,NT-001,C,3,RN-2026-NT001-C,Geometrijska kontrola,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Koncentričnost rupa,,,0,0.2,-0.2,Komparator,mm,§6 Geometrijska
159,NT-001,C,3,RN-2026-NT001-C,Geometrijska kontrola,Karoserija,12,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Simetričnost sklopa,,,0,0.2,-0.2,Komparator,mm,§6 Geometrijska
160,NT-001,F,1,RN-2026-NT001-F,Završna kontrola,Završna,48,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Masa dela,,"3,2kg",3.2,3.4,3,Vaga,kg,§7 Završna — OK/NOK
161,NT-001,F,1,RN-2026-NT001-F,Završna kontrola,Završna,48,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Oštre ivice,,,,,,Vizuelno,mm,§7 Završna — OK/NOK
162,NT-001,F,1,RN-2026-NT001-F,Završna kontrola,Završna,48,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Površinska zaštita,,,,,,Vizuelno,mm,§7 Završna — OK/NOK
163,NT-001,F,1,RN-2026-NT001-F,Završna kontrola,Završna,48,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Oznaka dela,,NT-001,,,,Vizuelno,mm,
164,NT-001,F,1,RN-2026-NT001-F,Završna kontrola,Završna,48,1,Nosač motora,nosac motora NTV.png,50,3,DA,,5,Vizuelni izgled,,Bez ostecenja,,,,Vizuelno,mm,
