id,datum,smena,radni_nalog,id_deo,naziv_dela,pozicija,izmereno,status,linija,kontrolor,merni_instrument,masina
32,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.975,OK,Montaza,KIKA KON,Tolerancijski cep,M2
33,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.975,OK,Montaza,KIKA KON,Tolerancijski cep,M2
34,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
35,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
36,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.985,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
37,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.985,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
38,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.985,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
39,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.983,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
40,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.983,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
41,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.982,OK,Montaza,KIKA KON,Tolerancijski cep,M2
42,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.982,OK,Montaza,KIKA KON,Tolerancijski cep,M2
43,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
44,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.965,OK,Montaza,KIKA KON,Tolerancijski cep,M2
45,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.965,OK,Montaza,KIKA KON,Tolerancijski cep,M2
46,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.965,OK,Montaza,KIKA KON,Tolerancijski cep,M2
47,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.964,OK,Montaza,KIKA KON,Tolerancijski cep,M2
48,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.93,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
49,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.93,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
50,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.935,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
51,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
52,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
53,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
54,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
55,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.95,OK,Montaza,KIKA KON,Tolerancijski cep,M2
56,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.95,OK,Montaza,KIKA KON,Tolerancijski cep,M2
57,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.96,OK,Montaza,KIKA KON,Tolerancijski cep,M2
58,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.96,OK,Montaza,KIKA KON,Tolerancijski cep,M2
59,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
60,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
61,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
62,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
63,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
64,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
65,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
66,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
67,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
68,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
69,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
70,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
71,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
72,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
73,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
74,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
75,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
76,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
77,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
78,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
79,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
80,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
81,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
82,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
83,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
84,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
85,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
86,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
87,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
88,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
89,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
90,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
91,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.1,OK,Montaza,KIKA KON,Profilometrar,M2
92,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.1,OK,Montaza,KIKA KON,Profilometrar,M2
93,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
94,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
95,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
96,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
97,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
98,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
99,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
100,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
101,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
102,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
103,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
104,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
105,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
106,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
107,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
108,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
109,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
110,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
111,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
112,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
113,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
114,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
115,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
116,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
117,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
118,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
119,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
120,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
121,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,444444.0,OK,Montaza,KIKA KON,Uglomer,M2
122,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,444444.0,OK,Montaza,KIKA KON,Uglomer,M2
123,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,444444.0,OK,Montaza,KIKA KON,Uglomer,M2
124,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
125,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
126,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
127,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
128,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
129,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
130,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
131,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,470000.0,NOK,Montaza,KIKA KON,Uglomer,M2
132,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
133,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
134,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
135,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
136,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
137,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,450000.0,OK,Montaza,KIKA KON,Uglomer,M2
138,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
139,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,470000.0,NOK,Montaza,KIKA KON,Uglomer,M2
140,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,470000.0,NOK,Montaza,KIKA KON,Uglomer,M2
141,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,470000.0,NOK,Montaza,KIKA KON,Uglomer,M2
142,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
143,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
144,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,470000.0,NOK,Montaza,KIKA KON,Uglomer,M2
145,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
146,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,470000.0,NOK,Montaza,KIKA KON,Uglomer,M2
147,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
148,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
149,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
150,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ugao fasete,460000.0,OK,Montaza,KIKA KON,Uglomer,M2
151,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
152,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
153,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
154,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
155,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),56.0,NOK,Montaza,KIKA KON,Mikrometar,M2
156,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),56.0,NOK,Montaza,KIKA KON,Mikrometar,M2
157,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),56.0,NOK,Montaza,KIKA KON,Mikrometar,M2
158,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),56.0,NOK,Montaza,KIKA KON,Mikrometar,M2
159,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
160,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
161,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
162,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),54.0,NOK,Montaza,KIKA KON,Mikrometar,M2
163,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),54.0,NOK,Montaza,KIKA KON,Mikrometar,M2
164,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
165,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
166,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),54.0,NOK,Montaza,KIKA KON,Mikrometar,M2
167,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
168,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),54.0,NOK,Montaza,KIKA KON,Mikrometar,M2
169,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
170,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),56.0,NOK,Montaza,KIKA KON,Mikrometar,M2
171,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),56.0,NOK,Montaza,KIKA KON,Mikrometar,M2
172,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
173,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
174,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
175,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
176,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
177,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
178,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
179,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
180,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Glavni rukavac (A-A),55.0,OK,Montaza,KIKA KON,Mikrometar,M2
181,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
182,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
183,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
184,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
185,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
186,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
187,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
188,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
189,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
190,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
